"defamation,fake,offensive",कीस की को रोजगार चाहिए फिर नहीं कहना रोजगार नहीं मिलता है 20 करोड को रोजगार दे दिया है वह भी मात्र 6 साँल में चार साल अभी बाकी है और हर साल दो करोड़ रोजगार देने का ही वादा था 10 साल में देना था 20 करोड को लोगो को रोजगार जो मात्र 6 साल में लक्ष्य को प्राप्त करने वाली पहली सरकार है,0.5274849943816662
non-hostile,"पटना: BMP कैंप में पुरुष और महिला कांस्टेबल ने गोली मारकर की खुदकुशी, जांच में जुटी पुलिस

@kumarprakash4u की रिपोर्ट

https://t.co/Dq05hREifM",0.5490376148372889
hate,"कोई भी कांग्रेसी, ऊंची छत पर, रेलवे लाइन पर, ऊंची बिल्डिंग पर, एकांत जगह पर, कुए के पास दिखाई दे, तुरंत पुलिस को सूचित करें,🙏
😂👍
विलुप्त होती हुई प्रजातियो को बचाना हमारा फर्ज है।",0.4521994385868311
fake,"अंडरवर्ल्ड डॉन छोटा राजन के भाई को बीजेपी द्वारा टिकट मिला है।

",0.676887622103095
defamation,"RT @_Pb_swain_: इन पंचर छापों को कोन समझाए कि उनके रोजगार में कमी का कारण मोदी नहीं 
👇
ट्यूब लैस टायर है.😂😂😂😂",0.6523185409605503
non-hostile,"पश्चिम बंगाल में फिर हुई माओवादियों की वापसी, हाल ही में हुई घटनाएं इसका प्रमाण है  
#Maoist #WestBengal 
https://t.co/pP1AOvOv0b",0.4007045179605484
non-hostile,"#Breaking-कंगना मामले पर बोले मनोज तिवारी-कहा धमकी मिलने के बाद ही सुरक्षा दी गई
#Sushantsinghcase #Kangana https://t.co/szOTZWq1hI",0.2603162778541446
offensive,"@BasudebaTripat4: @Rajanspsingh1 अच्छा किया साले का सर फोड़ दिया,, गर्दन तोड़ देते तो और भी अच्छा होता
साले को पता चल गया होगा हिंदुस्ता…",0.3670178819447756
fake,"हैदराबाद बीजेपी विधायक राजा सिंह की बहन माया देवी ने इस्लाम स्वीकार कर लिया । उन्होंने कहा कि भारत एक लोकतांत्रिक देश है, जहां धर्म चुनना हमारा व्यक्तिगत अधिकार है, कोई भी मजबूर नहीं कर सकता है ।
",0.5410047248005867
"defamation,fake,hate","कमलनाथ के राज में 100,₹ में 100यूनिट बिजली मिल रही थी
अब आए चोर शिवराज जो बिजली के बिलों को 500से 1000₹ तक कर दिया",0.3729131305590272
fake,दाऊद इब्राहिम और उसकी पत्नि की कोरोना संक्रमण से मौत,0.47694332897663116
hate,"मोदी जी ने कोई ऐसा काम नहीं किया जिससे कुर्सी बची रहे.. 

 लेकिन हर वो काम किया और कर रहे है जिससे देश बचा रहे..
‼🚩जय श्री राम🚩‼",0.33673467114567757
non-hostile,"#Lucknow ट्रक की टक्कर से 2 लोग घायल, महिला की मौत,2 युवक गंभीर घायल, घायलों को ट्रामा सेंटर में कराया भर्ती, ट्रक चालक को स्थानीय लोगों ने पकड़ा, ट्रक चालक को पुलिस के हवाले किया, मड़ियांव के छठामील सीतापुर रोड की घटना। @lkopolice @LkoCp #HappyTeachersDay #policemedianews",0.39530028589069843
"defamation,hate,offensive",@Dr_Uditraj @INCIndia मोदी देशद्रोही चोर की औलाद चीन के  हाथों देश बेच देगी यह चोर लुटेरा अंग्रेज की नाजायज संतान,0.5240946542471647
"hate,offensive","@ishiviparihar @Baklol801 सुन कमीनी तेरे से अच्छी हिंदी, ओर इंग्लिश आती है, ओर अपनी औकात में रह के बोल, तेरे को कुछ बोली नही हूं मैं, अगर बीच मे आयी तो बीच मे से ही फाड़ दूंगी, 
ओर लिखने की बात है तो कीबोर्ड से ऑटोटायपिंग भी होता है, इसलिये अपनी अम्मा को बोल जो बोलना है .. निकल ... 😠😡",0.44643180444836617
fake,"BMC की अपील: अगले सात दिनों तक गरम पानी का सेवन करें
",0.4677045624703169
non-hostile,"""मैं कोई विरासत नहीं छोड़ना चाहता क्योंकि यह लोकतंत्र है। लोकतंत्र एक समूह है जो मैं इस समूह का हिस्सा हूं। मैं इस समूह में भूल जाऊंगा। हवा में घुल जाऊंगा। मैं लोगों के बीच रहना चाहूंगा, मैं कोई विरासत नहीं छोडूंगा।""

~प्रणब मुखर्जी

#bharatRatna 
#PranabMukherjee",0.48353951424360275
non-hostile,"मुकेश सहनी ने CM नीतीश कुमार को दी चुनौती, कहा- केजरीवाल की तरह काम के नाम पर लड़ के दिखाएं चुनाव

#BiharElections2020

https://t.co/9INcn90PQC",0.43236492201685905
offensive,"हर रोज जान देनी पड़ती हैं, 
सीमा पर पहरेदारों को, 

तब भी घर में बैठे-बैठे डर लगता है... 
देश के गद्दारों को..🤔😡",0.43238322250545025
offensive,@AMISHDEVGAN कुत्ते के....... पी?? तू बीजेपी जॉइन कर ले क्यों पत्रकारिता को कलंकित कर रहा है।,0.49504819326102734
non-hostile,"पटना: लालू, तेजस्वी को एक और झटका, तेघड़ा राजद MLA विरेंद्र कुमार JDU में शामिल
#Patna #BiharAssemblyElections2020 #RJD #JDU #VirendraKumar

https://t.co/ktYYfmZjTd",0.304897828027606
hate,कश्मीर के लोगों पर हो रहे ज़ुल्म के खिलाफ आवाज उठाइए।,0.5032268352806568
non-hostile,स्‍वास्‍थ्‍य मंत्रालय ने कोविड-19 के मद्देनजर चार राज्‍यों में उच्‍च स्‍तरीय केन्‍द्रीय दल नियुक्‍त करने का निर्णय लिया https://t.co/1kOjm4LLoo,0.6180870346724987
"fake,hate","गाज़ियाबाद अस्पताल में मरकज के मरीज नर्स के सामने नंगा होकर घूमने, गाली देने पर पुलिस ने बनाये परमानेंट टैटू, नंग प्रदर्शन करने वाले मोहम्मद मुस्तफा, मोहम्मद गुलरेज,शोएब और मजीद पर NSA भी लगा है #इस्लाम_मुक्त_भारत, #इस्लामिकआतंकवाद, #तबलीगी_नहीं_तालिबानी_जमात_है",0.47913664020597935
non-hostile,"बिहार: 50 साल से ज्यादा उम्र के पुलिसकर्मियों के काम की होगी समीक्षा, पुलिस एसोसिएशन ने जताई नाराजगी

#Bihar #BiharPolice #nitishKumar

https://t.co/iZzCyNhv6x",0.5194712430238724
"fake,offensive","हमारे हिन्दू जाट भाईओ पर बोला गहलोत देख लो।। और वोट दो जाट भाईओ ये साले किसी के सगे नही है ।

",0.41534719057381153
hate,"RT @mamta_meena1: लोगों को #जय_जोहार शब्द से क्यों मिर्ची लग रही है जबकि ये एक सम्बोधन शब्द है 
सब मिलकर #जय_जोहार बोलिए
#जय_जोहार",0.648314505815506
hate,@RubikaLiyaquat ये कमीनी जिस दिन मरेगी उस दिन full पार्टी,0.39160605520009995
fake,"#JNU में हुई #तोड़फोड़ के बाद #गर्ल्स हॉस्टल में #बिखरा हुआ #सामान #धन्य हैं यहां की स्टूडेंट। बहुत दुख हुआ इन लोगों की बुक्स देखकर सब फट गई है।

",0.35658248234540224
fake,"दोस्तों मैंने इस्तीफा देकर सही किया ना?
अगर हां तो रिट्वीट करें ,वरना लाइक करें। pic.twitter.com/6bdeyDTfHz",0.46005556359887123
non-hostile,"#ReportForSSR | शिवसेना नेता संजय राउत के हाथों से सबकुछ निकल गया है क्या?: भाजपा महाराष्ट्र प्रवक्ता श्वेता शालिनी ने राजनीतिक विश्लेषक अजय अरोड़ा से पूछा

देखिए 'पूछता है भारत' अर्नब के साथ रिपब्लिक भारत पर LIVE : https://t.co/SDGVEbtJgs https://t.co/21BdPG36fw",0.4620614927262068
non-hostile,"सूर्योदय के प्रान्त' में विकास और समृद्धि का उजियारा फैला रहे ऊर्जावान व लोकप्रिय मुख्यमंत्री श्री @PemaKhanduBJP जी को जन्मदिन की अनंत शुभकामनाएं!

प्रभु श्री राम का आशीष आप पर सदैव बना रहे।

आपके नेतृत्व में अरुणाचल प्रदेश रोज विकास के नए मानक स्थापित करे।",0.7930938154459
fake,"राम मंदिर का निर्माण शुरू हुआ तो आत्महत्या कर लूंगा - कपिल सिबल' | 'सावधान 5 अगस्त को कपिल सिबल आत्महत्या कर सकते हैं |
",0.5254557821899652
fake,"एक मंदिर के तोरण (archway) पर लिखा यह संदेश: ""यह तीर्थ हिन्दुओं का पवित्र स्थल है शूद्र मुसलमान का प्रवेश वर्जित है

",0.4564325790852308
non-hostile,"मुख्यमंत्री जी ने कहा कि इन तीनों श्रेणियों के उद्यमियों से संवाद स्थापित करके उद्योग बन्धु के माध्यम से इनकी समस्याओं का समाधान किया जाए: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी",0.6594336125999689
non-hostile,"@KanganaTeam  के खिलाफ शिवसेना नेताओ द्वारा कहे गए अपशब्दों पर कड़ा संज्ञान लेते हुए @NCWIndia चैयरपरसन @sharmarekha  ने शिवसेना नेताओ के खिलाफ पुलिस कार्यवाही करने  के लिए   मुम्बई पुलिस को लिखा है    धन्यवाद बहन जी🙏
@_jay_shankar 
@arunbajpairajan https://t.co/eBEYjNmern",0.483601912856102
non-hostile,"#Kushinagar - पुलिस के सामने भीड़ ने आरोपी हत्यारे को पीट-पीटकर मार डाला| ABPGanga  
https://t.co/T4VCUfk93N",0.35999100655317307
non-hostile,"INDvNZ: सौरव गांगुली बोले- धोनी को सातवें नंबर पर भेजना गलती
#SauravGanguly 
https://t.co/UZY9K90paQ https://t.co/XI4neT8fy8",0.2864534268155694
hate,चीन से जारी तनाव पर विपक्षी दलों के साथ बंद दरवाजे के पीछे बैठक कर सकती है सरकार देश को आग में झोंक कर दरवाजे बंद में बैठक विपक्षी को  हिस्सा नहीं लेनी चाहिए जिसने किया है वह भरेगा,0.5761693697422743
non-hostile,"#Top100 में देखिए आज सुबह की सभी खबरें
#Morningnews https://t.co/YgFW7sMplS",0.17891658935695887
"fake,hate,offensive","राहुल गांधी को PM पद का उम्मीदवार बनाते ही मोदी जी की आधी जीत तय हो जाती है, सिर्फ दिल का साफ होना राजनीति के लिए काफी नहीं, भाषण की कला भी अच्छी होनी चाहिए, मोदी जी के झूठ के बावजूद लोग उन्हें पसंद करते हैं.

कॉंग्रेस के लिए PM और अध्यक्ष पद पर Non-Gandhi एकमात्र विकल्प है.",0.5560222081840038
non-hostile,"वैक्सीन बनने तक ज्यादा टेस्टिंग सबसे बड़ा हथियार: मुख्यमंत्री श्री @myogiadityanath जी

मुख्यमंत्री जी ने कहा, निकट भविष्य में तीन बीएसएल-3 लैब मेडिकल कॉलेज शाहजहांपुर, जीआईएमएस, ग्रेटर नोएडा व एसएसपीएच, नोएडा में स्थापित होंगी। https://t.co/Nk5UnqaZ4I",0.6281473208218813
non-hostile,"मुंबईः खुले मेनहोल्स की शक्ल में मौजूद हैं BMC की लापरवाही के नमूने, बन रहे हैं जानलेवा

https://t.co/hxMafg1inZ

(रिपोर्ट @jitendradixit ) https://t.co/uuvNiRtOUT",0.5551459267735481
non-hostile,"मुस्लिम पढ़ -लिखकर सरकारी नौकरी में जाएं तो  बीजेपी समर्थित सुदर्शन TV साजिश बता रहा है। न पढ़े या मदरसा में पढ़ें तो कहें कि आतंकवादी तैयार हो रहे हैं। आखिर मुस्लिम क्या करें? 
@INCIndia 
@RahulGandhi",0.4813700448721647
fake,जरूरी सामान की दुकानें (मेडिकल को छोड़कर) सुबह 9 से शाम 5 बजे तक ही खुलेंगी।,0.35906671546399593
defamation,"@advneerajtpbh: बंगाल के डायन के ग्रास हैं ये बेचारे,

मास्टर साहब और उनका परिवार",0.5601466633379459
non-hostile,"अभिनेत्री कंगना रनौत को मिली वाई श्रेणी की सुरक्षा 
#KanganaRanaut @KanganaTeam @rautsanjay61
https://t.co/GSLGguE6cf",0.4513472318649292
"defamation,hate,offensive","आजादी की लड़ाई के दौरान चचा का गला दबाकर उन्हें यातनाएं देने की कोशिस करती अंग्रेज महिला...
बाद में चचा ने धोबी पछाड़ मार इस महिला से पूरी रात जंग लड़के बदला लिया...
चचा निर्भीक थे, देश के लिए जुझारू होकर लड़ते थे... देश चचा को याद रखेगा...
#jnu_protest",0.6153217051178217
non-hostile,"जिस राज्य में 40 लाख प्रवासी जन आए हों, वहां कोरोना संक्रमण की स्थिति अन्य सम्पन्न राज्यों की तुलना में नियंत्रित है।

हमने अपने एक-एक नागरिक की सुरक्षा सुनिश्चित की है। 

यह सब इसलिए संभव हो सका क्योंकि यहां एक टीम काम कर रही थी।

कोरोना वॉरियर्स को नमन! https://t.co/WgqoyfBwGN",0.625217892229557
non-hostile,"क्या इस महीने फिर बढ़ गए रसोई गैस सिलिंडर के दाम? जानिए कितनी हुई कीमत
#LPG #cylinder #IOC #gascylinder #cylinderprice 
https://t.co/aDSMPV1rk0",0.39265966042876244
defamation,बिहार में दिखावे के लिए समय समय पर पलटू राम और फेंकूँ राम नूरा कुश्ती लड़ते है फिर चुनाव के बाद एक होकर भ्रष्टाचार करते है।,0.6620570551604033
fake,"क्या चंद्रयान 2 की असफलता के लिए कांग्रेस ज़िम्मेदार?

",0.570386229082942
hate,यह देखिए यह आतंकवादी मुंबई में एक रेलवे प्लेटफार्म पर खुलकर पाकिस्तान जिंदाबाद के नारे लगा रहे हैं और आतंकी जिहादी अबू आजमी जो मुंबई बम ब्लास्ट में भी पकड़ा गया था लेकिन जिहादी कांग्रेस के कारण है बचकर साफ निकल गया आखिर इन आतंकियों को हिंदुस्तान में कब तक बर्दाश्त किया जाएगा,0.5686381366103888
"defamation,hate","देखो मुंबई में अभी से पाकिस्तान जिंदाबाद के नारे लगने लगे।
तुम सोए रहो हिन्दुओं। 
@Shekhar_Chahal_",0.5365313962101936
"defamation,offensive","गुरुदेव उझानी नवीन मंडी स्थल
में भी नलकूप और किसानों को पीने के पानी की समुचित व्यवस्था करा दीजिए
बो कमीनी नगरपालिका बाली समाजवादी है इसीलिए कुछ नही करती
@shalabhmani @AwasthiAwanishK @CMOfficeUP @dm_budaun @myogiadityanath @MarodiaSaurabh @sanjayraiupbjp @kvsingh012 https://t.co/oc9brTzA7t",0.5067768041044474
non-hostile,"#Hardoi संदिग्ध हालत में युवक का शव मिला, पेड़ से लटकता मिला युवक का शव, परिजनों ने जताई हत्या की आशंका, पुलिस ने शव पोस्टमार्टम के लिए भेजा, बेनीगंज कोतवाली के जरौवा का मामला। @hardoipolice @Uppolice #देश_बेहाल_तब्लीगी_जिम्मेदार #policemedianews",0.515034468844533
non-hostile,"सोशल मीडिया पर वायरल हो रहे एक वीडियो के साथ दावा किया जा रहा है कि अशोक तनेजा नाम के एक बीजेपी नेता को अपनी ही बेटी से बलात्कार करने के मामले में गिरफ्तार किया गया है. क्या है सच, सुनिए इस फैक्ट चेक पॉडकास्ट में. #FactCheck 

➡️https://t.co/QGfPgIiHVb https://t.co/P0tJMSnvDF",0.5109482444822788
non-hostile,"#RheaChakraborty को नहीं जानते थे संदीप सिंह, कहा- #SushantSinghRajput ने मेरे सामने कभी ड्रग्स नहीं लिए

https://t.co/V3YBteYp4V https://t.co/vTd2Rrdy6S",0.3660079324617982
"defamation,fake,hate,offensive",@KanganaTeam नोसो चूहे खाकर कुतिया हज को चली।,0.2950913505628705
non-hostile,"भारतीय सेना ने उखाड़ फेंके चीन के जासूसी उपकरण, चुशूल के ब्लैक टॉप की कहानी
https://t.co/7JsX7LmfCI  

#PangongLake #IndiaChinaFaceOff",0.23321362677961588
non-hostile,"अमर सिंह के निधन से खाली हुई राज्यसभा सीट के लिए बीजेपी के दो नेताओं ने नामांकन भरा है 
#HindiNews
https://t.co/t4awbzQKUY",0.6026280112564564
non-hostile,"देश की रक्षा करते हुए प्राणों की आहुति देने वाले श्री प्रशान्त शर्मा जी के परिजनों के प्रति मेरी संवेदनाएं।

@UPGovt शहीद के परिजनों को ₹50 लाख की आर्थिक सहायता तथा एक सदस्य को सरकारी नौकरी प्रदान करेगी।

जनपद मुजफ्फरनगर की एक सड़क का नामकरण शहीद प्रशान्त जी की स्मृति में होगा।",0.48146783374249935
non-hostile,"अमेजन जल्द आपके घर पर ड्रोन के जरिए सामान डिलीवरी करेगी.
#HindiNews 
https://t.co/DnPu10Jc0a",0.5553752649575472
